"symbol","load_date","close","fact1","fact2","fact3","fact4","fact5"
"AAPL","2023-12-12","193.18","0.97971396693376610204","49.1978492644752","0.00573689823787764","18.0405540213841","-83.2442067736186"
"AAPL","2023-12-13","194.71","0.98747337458160056801","49.1978492644752","0.00573689823787764","18.0405540213841","-83.2442067736186"
"AAPL","2023-12-14","197.96","0.99979797979797979798","49.1978492644752","0.00573689823787764","18.0405540213841","-83.2442067736186"
"AAPL","2023-12-15","198.11","0.99243562769261597034","49.1978492644752","0.00573689823787764","18.0405540213841","-83.2442067736186"
"AAPL","2023-12-16","197.57","0.98973048792706141669","49.1978492644752","0.00573689823787764","18.0405540213841","-83.2442067736186"
"AAPL","2023-12-19","195.89","0.98131449754533613866","49.1978492644752","0.00573689823787764","18.0405540213841","-83.2442067736186"
"AAPL","2023-12-20","196.94","0.98657449153391443743","49.1978492644752","0.00573689823787764","18.0405540213841","-83.2442067736186"
"AAPL","2023-12-21","194.83","0.97600440837591423705","49.1978492644752","0.00573689823787764","18.0405540213841","-83.2442067736186"
"AAPL","2023-12-22","194.68","0.97525298066326019437","49.1978492644752","0.00573689823787764","18.0405540213841","-83.2442067736186"
"AAPL","2023-12-23","193.6","0.96984270113215108707","49.1978492644752","0.00573689823787764","18.0405540213841","-83.2442067736186"
"AAPL","2023-12-28","193.15","0.96758841799418895902","49.1978492644752","0.00573689823787764","18.0405540213841","-83.2442067736186"
"AAPL","2023-12-29","193.58","0.96974251077046388137","49.1978492644752","0.00573689823787764","18.0405540213841","-83.2442067736186"
"AAPL","2023-12-30","192.53","0.96448251678188558261","49.1978492644752","0.00573689823787764","18.0405540213841","-83.2442067736186"
"AAPL","2024-01-03","185.64","0.92996693718064322212","49.1978492644752","0.00573689823787764","18.0405540213841","-83.2442067736186"
"AAPL","2024-01-04","184.25","0.92300370704338242661","49.1978492644752","0.00573689823787764","18.0405540213841","-83.2442067736186"
"AAPL","2024-01-05","181.91","0.91128143472597936079","49.1978492644752","0.00573689823787764","18.0405540213841","-83.2442067736186"
"AAPL","2024-01-06","181.18","0.90762448652439635307","49.1978492644752","0.00573689823787764","18.0405540213841","-83.2442067736186"
"AAPL","2024-01-09","185.56","0.92956617573389439936","49.1978492644752","0.00573689823787764","18.0405540213841","-83.2442067736186"
"AAPL","2024-01-10","185.14","0.92746217813846307985","49.1978492644752","0.00573689823787764","18.0405540213841","-83.2442067736186"
"AAPL","2024-01-11","186.19","0.93272217212704137862","49.1978492644752","0.00573689823787764","18.0405540213841","-83.2442067736186"
"AAPL","2024-01-12","185.59","0.92971646127642520790","49.1978492644752","0.00573689823787764","18.0405540213841","-83.2442067736186"
"AAPL","2024-01-13","185.92","0.93136960224426410179","49.1978492644752","0.00573689823787764","18.0405540213841","-83.2442067736186"
"AAPL","2024-01-17","183.63","0.91989780583107905020","49.1978492644752","0.00573689823787764","18.0405540213841","-83.2442067736186"
"AAPL","2024-01-18","182.68","0.91513876365093677988","49.1978492644752","0.00573689823787764","18.0405540213841","-83.2442067736186"
"AAPL","2024-01-19","188.63","0.94494539625288047290","49.1978492644752","0.00573689823787764","18.0405540213841","-83.2442067736186"
"AAPL","2024-01-20","191.56","0.95962328424005610660","49.1978492644752","0.00573689823787764","18.0405540213841","-83.2442067736186"
"AAPL","2024-01-23","193.89","0.97129546137661556958","49.1978492644752","0.00573689823787764","18.0405540213841","-83.2442067736186"
"AAPL","2024-01-24","195.18","0.97775773970544033664","49.1978492644752","0.00573689823787764","18.0405540213841","-83.2442067736186"
"AAPL","2024-01-25","194.39","0.97380022041879571185","49.1978492644752","0.00573689823787764","18.0405540213841","-83.2442067736186"
"AAPL","2024-01-26","194.17","0.97269812644023644925","49.1978492644752","0.00573689823787764","18.0405540213841","-83.2442067736186"
"AAPL","2024-01-27","192.19","0.96277928063320308586","49.1978492644752","0.00573689823787764","18.0405540213841","-83.2442067736186"
"AAPL","2024-01-30","191.73","0.96047490231439735497","49.1978492644752","0.00573689823787764","18.0405540213841","-83.2442067736186"
"AAPL","2024-01-31","188.04","0.94198978058310790502","49.1978492644752","0.00573689823787764","18.0405540213841","-83.2442067736186"
"AAPL","2024-02-01","184.4","0.92375513475603646929","49.1978492644752","0.00573689823787764","18.0405540213841","-83.2442067736186"
"AAPL","2024-02-02","186.86","0.93607854924356276926","49.1978492644752","0.00573689823787764","18.0405540213841","-83.2442067736186"
"AAPL","2024-02-03","185.85","0.93101893597835888188","49.1978492644752","0.00573689823787764","18.0405540213841","-83.2442067736186"
